dataset,filter,family,size,strategy,ef,pass,queries,recall_at_10,perfect_frac,sim_regret,p50_ms,p95_ms,p99_ms,mean_ms,mean_dist_comps,mean_seed_dist_comps,mean_filter_checks,mean_nodes_popped,median_pop_idx_cand_full,median_pop_idx_results_full,mean_twohop_examined,mean_twohop_appended,mean_prefilter_skips,mean_secondorder_allocs,mean_reencountered_burned,strategy_used
beir500k-f32,neg10_cat06,neg10,73753,pathseer-seeded,512,3,49,0.9939,0.9388,0.00005,18.543,34.052,41.051,18.956,20644.8,10.0,43794.2,7724.8,19.0,1306.0,1175.5,64.0,20707.1,18.4,613.37,pathseer:49
beir500k-f32,neg10_cat07,neg10,63741,pathseer-seeded,64,1,41,0.9488,0.7561,0.00130,4.807,15.761,22.491,6.436,5992.5,10.0,25839.4,2516.7,3.0,152.0,120.2,3.8,18302.2,1.9,165.83,pathseer:41
beir500k-f32,neg10_cat07,neg10,63741,pathseer-seeded,64,2,41,0.9488,0.7561,0.00130,4.890,15.867,22.511,6.436,5992.5,10.0,25839.4,2516.7,3.0,152.0,120.2,3.8,18302.2,1.9,165.83,pathseer:41
beir500k-f32,neg10_cat07,neg10,63741,pathseer-seeded,64,3,41,0.9488,0.7561,0.00130,4.839,15.783,22.633,6.402,5992.5,10.0,25839.4,2516.7,3.0,152.0,120.2,3.8,18302.2,1.9,165.83,pathseer:41
beir500k-f32,neg10_cat07,neg10,63741,pathseer-seeded,128,1,41,0.9780,0.8537,0.00043,8.669,24.138,33.553,10.493,10175.1,10.0,38040.2,4098.3,4.0,345.0,245.1,9.0,25462.8,3.8,294.24,pathseer:41
beir500k-f32,neg10_cat07,neg10,63741,pathseer-seeded,128,2,41,0.9780,0.8537,0.00043,8.839,24.175,33.399,10.698,10175.1,10.0,38040.2,4098.3,4.0,345.0,245.1,9.0,25462.8,3.8,294.24,pathseer:41
beir500k-f32,neg10_cat07,neg10,63741,pathseer-seeded,128,3,41,0.9780,0.8537,0.00043,8.971,24.346,34.502,10.670,10175.1,10.0,38040.2,4098.3,4.0,345.0,245.1,9.0,25462.8,3.8,294.24,pathseer:41
beir500k-f32,neg10_cat07,neg10,63741,pathseer-seeded,256,1,41,0.9878,0.9024,0.00030,14.220,34.671,44.760,16.883,16691.1,10.0,55153.8,6495.8,9.0,638.0,521.4,17.9,34845.5,8.1,512.02,pathseer:41
beir500k-f32,neg10_cat07,neg10,63741,pathseer-seeded,256,2,41,0.9878,0.9024,0.00030,14.208,34.679,44.713,16.929,16691.1,10.0,55153.8,6495.8,9.0,638.0,521.4,17.9,34845.5,8.1,512.02,pathseer:41
beir500k-f32,neg10_cat07,neg10,63741,pathseer-seeded,256,3,41,0.9878,0.9024,0.00030,14.147,34.824,44.616,16.779,16691.1,10.0,55153.8,6495.8,9.0,638.0,521.4,17.9,34845.5,8.1,512.02,pathseer:41
