method,filter,family,size,recall_at_10,sim_regret,p50_ms,p95_ms,p99_ms
acorn-ef512,anticorr_q0763_tau0.01,anticorr,9899825,1.0000,0.00000,23.441,23.441,23.441
acorn-ef64,anticorr_q0763_tau0.03,anticorr,9899690,1.0000,0.00000,2.708,2.708,2.708
acorn-ef128,anticorr_q0763_tau0.03,anticorr,9899690,1.0000,0.00000,1.682,1.682,1.682
acorn-ef256,anticorr_q0763_tau0.03,anticorr,9899690,1.0000,0.00000,2.546,2.546,2.546
acorn-ef512,anticorr_q0763_tau0.03,anticorr,9899690,1.0000,0.00000,4.383,4.383,4.383
acorn-ef64,anticorr_q0771_tau0,anticorr,9900000,0.0000,0.00029,74.502,74.502,74.502
acorn-ef128,anticorr_q0771_tau0,anticorr,9900000,0.1000,0.00009,77.986,77.986,77.986
acorn-ef256,anticorr_q0771_tau0,anticorr,9900000,0.1000,0.00004,86.982,86.982,86.982
acorn-ef512,anticorr_q0771_tau0,anticorr,9900000,0.1000,0.00002,100.406,100.406,100.406
acorn-ef64,anticorr_q0771_tau0.01,anticorr,9900307,0.9000,0.00052,17.626,17.626,17.626
acorn-ef128,anticorr_q0771_tau0.01,anticorr,9900307,1.0000,0.00000,17.536,17.536,17.536
acorn-ef256,anticorr_q0771_tau0.01,anticorr,9900307,1.0000,0.00000,26.485,26.485,26.485
acorn-ef512,anticorr_q0771_tau0.01,anticorr,9900307,1.0000,0.00000,32.904,32.904,32.904
acorn-ef64,anticorr_q0771_tau0.03,anticorr,9899838,1.0000,0.00000,2.594,2.594,2.594
acorn-ef128,anticorr_q0771_tau0.03,anticorr,9899838,1.0000,0.00000,1.830,1.830,1.830
acorn-ef256,anticorr_q0771_tau0.03,anticorr,9899838,1.0000,0.00000,3.075,3.075,3.075
acorn-ef512,anticorr_q0771_tau0.03,anticorr,9899838,1.0000,0.00000,4.480,4.480,4.480
acorn-ef64,anticorr_q0772_tau0,anticorr,9900000,0.0000,0.00015,66.704,66.704,66.704
acorn-ef128,anticorr_q0772_tau0,anticorr,9900000,0.0000,0.00012,77.247,77.247,77.247
acorn-ef256,anticorr_q0772_tau0,anticorr,9900000,0.1000,0.00007,88.764,88.764,88.764
acorn-ef512,anticorr_q0772_tau0,anticorr,9900000,0.1000,0.00002,106.190,106.190,106.190
acorn-ef64,anticorr_q0772_tau0.01,anticorr,9899747,1.0000,0.00000,11.646,11.646,11.646
acorn-ef128,anticorr_q0772_tau0.01,anticorr,9899747,1.0000,0.00000,13.470,13.470,13.470
acorn-ef256,anticorr_q0772_tau0.01,anticorr,9899747,1.0000,0.00000,18.468,18.468,18.468
acorn-ef512,anticorr_q0772_tau0.01,anticorr,9899747,1.0000,0.00000,26.598,26.598,26.598
acorn-ef64,anticorr_q0772_tau0.03,anticorr,9900116,1.0000,0.00000,2.398,2.398,2.398
acorn-ef128,anticorr_q0772_tau0.03,anticorr,9900116,1.0000,0.00000,1.560,1.560,1.560
acorn-ef256,anticorr_q0772_tau0.03,anticorr,9900116,1.0000,0.00000,2.285,2.285,2.285
acorn-ef512,anticorr_q0772_tau0.03,anticorr,9900116,1.0000,0.00000,4.107,4.107,4.107
acorn-ef64,anticorr_q0776_tau0,anticorr,9900000,0.0000,0.00012,78.247,78.247,78.247
acorn-ef128,anticorr_q0776_tau0,anticorr,9900000,0.0000,0.00010,83.315,83.315,83.315
acorn-ef256,anticorr_q0776_tau0,anticorr,9900000,0.0000,0.00007,92.969,92.969,92.969
acorn-ef512,anticorr_q0776_tau0,anticorr,9900000,0.0000,0.00004,106.208,106.208,106.208
acorn-ef64,anticorr_q0776_tau0.01,anticorr,9899647,0.8000,0.00087,16.781,16.781,16.781
acorn-ef128,anticorr_q0776_tau0.01,anticorr,9899647,1.0000,0.00000,17.248,17.248,17.248
acorn-ef256,anticorr_q0776_tau0.01,anticorr,9899647,1.0000,0.00000,23.349,23.349,23.349
acorn-ef512,anticorr_q0776_tau0.01,anticorr,9899647,1.0000,0.00000,31.044,31.044,31.044
acorn-ef64,anticorr_q0776_tau0.03,anticorr,9899743,1.0000,0.00000,2.413,2.413,2.413
acorn-ef128,anticorr_q0776_tau0.03,anticorr,9899743,1.0000,0.00000,1.737,1.737,1.737
acorn-ef256,anticorr_q0776_tau0.03,anticorr,9899743,1.0000,0.00000,2.690,2.690,2.690
acorn-ef512,anticorr_q0776_tau0.03,anticorr,9899743,1.0000,0.00000,4.580,4.580,4.580
acorn-ef64,anticorr_q0777_tau0,anticorr,9900001,0.0000,0.00021,53.342,53.342,53.342
acorn-ef128,anticorr_q0777_tau0,anticorr,9900001,0.0000,0.00018,60.616,60.616,60.616
acorn-ef256,anticorr_q0777_tau0,anticorr,9900001,0.0000,0.00011,71.992,71.992,71.992
acorn-ef512,anticorr_q0777_tau0,anticorr,9900001,0.0000,0.00006,84.183,84.183,84.183
acorn-ef64,anticorr_q0777_tau0.01,anticorr,9899827,0.5000,0.00208,11.082,11.082,11.082
acorn-ef128,anticorr_q0777_tau0.01,anticorr,9899827,0.5000,0.00172,11.224,11.224,11.224
acorn-ef256,anticorr_q0777_tau0.01,anticorr,9899827,0.9000,0.00012,15.611,15.611,15.611
acorn-ef512,anticorr_q0777_tau0.01,anticorr,9899827,1.0000,0.00000,22.359,22.359,22.359
acorn-ef64,anticorr_q0777_tau0.03,anticorr,9899736,1.0000,0.00000,2.350,2.350,2.350
acorn-ef128,anticorr_q0777_tau0.03,anticorr,9899736,1.0000,0.00000,1.500,1.500,1.500
acorn-ef256,anticorr_q0777_tau0.03,anticorr,9899736,1.0000,0.00000,2.482,2.482,2.482
acorn-ef512,anticorr_q0777_tau0.03,anticorr,9899736,1.0000,0.00000,4.166,4.166,4.166
acorn-ef64,anticorr_q0798_tau0,anticorr,9900000,0.0000,0.00019,55.616,55.616,55.616
acorn-ef128,anticorr_q0798_tau0,anticorr,9900000,0.0000,0.00010,63.334,63.334,63.334
acorn-ef256,anticorr_q0798_tau0,anticorr,9900000,0.0000,0.00006,75.829,75.829,75.829
acorn-ef512,anticorr_q0798_tau0,anticorr,9900000,0.0000,0.00003,99.595,99.595,99.595
acorn-ef64,anticorr_q0798_tau0.01,anticorr,9899653,0.8000,0.00052,10.237,10.237,10.237
acorn-ef128,anticorr_q0798_tau0.01,anticorr,9899653,1.0000,0.00000,10.010,10.010,10.010
acorn-ef256,anticorr_q0798_tau0.01,anticorr,9899653,1.0000,0.00000,14.126,14.126,14.126
acorn-ef512,anticorr_q0798_tau0.01,anticorr,9899653,1.0000,0.00000,21.421,21.421,21.421
acorn-ef64,anticorr_q0798_tau0.03,anticorr,9900398,1.0000,0.00000,2.904,2.904,2.904
acorn-ef128,anticorr_q0798_tau0.03,anticorr,9900398,1.0000,0.00000,1.431,1.431,1.431
acorn-ef256,anticorr_q0798_tau0.03,anticorr,9900398,1.0000,0.00000,2.124,2.124,2.124
acorn-ef512,anticorr_q0798_tau0.03,anticorr,9900398,1.0000,0.00000,3.696,3.696,3.696
acorn-ef64,anticorr_q0804_tau0,anticorr,9900000,0.0000,0.00026,69.277,69.277,69.277
acorn-ef128,anticorr_q0804_tau0,anticorr,9900000,0.0000,0.00010,76.162,76.162,76.162
acorn-ef256,anticorr_q0804_tau0,anticorr,9900000,0.0000,0.00008,89.091,89.091,89.091
acorn-ef512,anticorr_q0804_tau0,anticorr,9900000,0.0000,0.00004,103.939,103.939,103.939
acorn-ef64,anticorr_q0804_tau0.01,anticorr,9899438,0.6000,0.00117,13.697,13.697,13.697
acorn-ef128,anticorr_q0804_tau0.01,anticorr,9899438,0.9000,0.00017,13.772,13.772,13.772
acorn-ef256,anticorr_q0804_tau0.01,anticorr,9899438,1.0000,0.00000,18.984,18.984,18.984
acorn-ef512,anticorr_q0804_tau0.01,anticorr,9899438,1.0000,0.00000,27.138,27.138,27.138
acorn-ef64,anticorr_q0804_tau0.03,anticorr,9900408,1.0000,0.00000,2.773,2.773,2.773
acorn-ef128,anticorr_q0804_tau0.03,anticorr,9900408,1.0000,0.00000,1.699,1.699,1.699
acorn-ef256,anticorr_q0804_tau0.03,anticorr,9900408,1.0000,0.00000,2.760,2.760,2.760
acorn-ef512,anticorr_q0804_tau0.03,anticorr,9900408,1.0000,0.00000,4.726,4.726,4.726
acorn-ef64,anticorr_q0819_tau0,anticorr,9900000,0.0000,0.00018,64.523,64.523,64.523
acorn-ef128,anticorr_q0819_tau0,anticorr,9900000,0.0000,0.00011,71.254,71.254,71.254
acorn-ef256,anticorr_q0819_tau0,anticorr,9900000,0.0000,0.00007,82.650,82.650,82.650
acorn-ef512,anticorr_q0819_tau0,anticorr,9900000,0.0000,0.00003,98.399,98.399,98.399
acorn-ef64,anticorr_q0819_tau0.01,anticorr,9899730,0.7000,0.00057,10.822,10.822,10.822
acorn-ef128,anticorr_q0819_tau0.01,anticorr,9899730,0.7000,0.00057,11.892,11.892,11.892
acorn-ef256,anticorr_q0819_tau0.01,anticorr,9899730,0.7000,0.00057,17.110,17.110,17.110
acorn-ef512,anticorr_q0819_tau0.01,anticorr,9899730,0.7000,0.00057,24.304,24.304,24.304
acorn-ef64,anticorr_q0819_tau0.03,anticorr,9900218,0.9000,0.00112,2.402,2.402,2.402
acorn-ef128,anticorr_q0819_tau0.03,anticorr,9900218,1.0000,0.00000,1.643,1.643,1.643
acorn-ef256,anticorr_q0819_tau0.03,anticorr,9900218,1.0000,0.00000,2.346,2.346,2.346
acorn-ef512,anticorr_q0819_tau0.03,anticorr,9900218,1.0000,0.00000,4.029,4.029,4.029
acorn-ef64,anticorr_q0823_tau0,anticorr,9900000,0.0000,0.00039,40.882,40.882,40.882
acorn-ef128,anticorr_q0823_tau0,anticorr,9900000,0.0000,0.00021,48.419,48.419,48.419
acorn-ef256,anticorr_q0823_tau0,anticorr,9900000,0.0000,0.00013,58.577,58.577,58.577
acorn-ef512,anticorr_q0823_tau0,anticorr,9900000,0.0000,0.00005,71.948,71.948,71.948
acorn-ef64,anticorr_q0823_tau0.01,anticorr,9899861,0.6000,0.00176,8.283,8.283,8.283
acorn-ef128,anticorr_q0823_tau0.01,anticorr,9899861,0.7000,0.00123,8.646,8.646,8.646
acorn-ef256,anticorr_q0823_tau0.01,anticorr,9899861,0.8000,0.00110,12.596,12.596,12.596
acorn-ef512,anticorr_q0823_tau0.01,anticorr,9899861,0.9000,0.00002,19.316,19.316,19.316
acorn-ef64,anticorr_q0823_tau0.03,anticorr,9899875,0.6000,0.00252,3.036,3.036,3.036
acorn-ef128,anticorr_q0823_tau0.03,anticorr,9899875,0.6000,0.00252,1.881,1.881,1.881
acorn-ef256,anticorr_q0823_tau0.03,anticorr,9899875,0.9000,0.00033,3.240,3.240,3.240
acorn-ef512,anticorr_q0823_tau0.03,anticorr,9899875,0.9000,0.00033,5.068,5.068,5.068
acorn-ef64,anticorr_q0830_tau0,anticorr,9900000,0.0000,0.00027,57.976,57.976,57.976
acorn-ef128,anticorr_q0830_tau0,anticorr,9900000,0.0000,0.00015,68.204,68.204,68.204
acorn-ef256,anticorr_q0830_tau0,anticorr,9900000,0.0000,0.00011,79.216,79.216,79.216
acorn-ef512,anticorr_q0830_tau0,anticorr,9900000,0.0000,0.00007,94.496,94.496,94.496
acorn-ef64,anticorr_q0830_tau0.01,anticorr,9899917,0.8000,0.00073,10.664,10.664,10.664
acorn-ef128,anticorr_q0830_tau0.01,anticorr,9899917,1.0000,0.00000,11.179,11.179,11.179
acorn-ef256,anticorr_q0830_tau0.01,anticorr,9899917,1.0000,0.00000,14.891,14.891,14.891
acorn-ef512,anticorr_q0830_tau0.01,anticorr,9899917,1.0000,0.00000,22.469,22.469,22.469
acorn-ef64,anticorr_q0830_tau0.03,anticorr,9899898,1.0000,0.00000,2.186,2.186,2.186
acorn-ef128,anticorr_q0830_tau0.03,anticorr,9899898,1.0000,0.00000,1.402,1.402,1.402
acorn-ef256,anticorr_q0830_tau0.03,anticorr,9899898,1.0000,0.00000,2.344,2.344,2.344
acorn-ef512,anticorr_q0830_tau0.03,anticorr,9899898,1.0000,0.00000,3.591,3.591,3.591
acorn-ef64,anticorr_q0835_tau0,anticorr,9900000,0.0000,0.00033,62.906,62.906,62.906
acorn-ef128,anticorr_q0835_tau0,anticorr,9900000,0.0000,0.00011,71.717,71.717,71.717
acorn-ef256,anticorr_q0835_tau0,anticorr,9900000,0.1000,0.00002,95.218,95.218,95.218
acorn-ef512,anticorr_q0835_tau0,anticorr,9900000,0.1000,0.00002,98.580,98.580,98.580
acorn-ef64,anticorr_q0835_tau0.01,anticorr,9900310,1.0000,0.00000,11.432,11.432,11.432
acorn-ef128,anticorr_q0835_tau0.01,anticorr,9900310,1.0000,0.00000,11.920,11.920,11.920
acorn-ef256,anticorr_q0835_tau0.01,anticorr,9900310,1.0000,0.00000,17.045,17.045,17.045
acorn-ef512,anticorr_q0835_tau0.01,anticorr,9900310,1.0000,0.00000,26.348,26.348,26.348
acorn-ef64,anticorr_q0835_tau0.03,anticorr,9899227,0.9000,0.00045,2.885,2.885,2.885
acorn-ef128,anticorr_q0835_tau0.03,anticorr,9899227,1.0000,0.00000,2.019,2.019,2.019
acorn-ef256,anticorr_q0835_tau0.03,anticorr,9899227,1.0000,0.00000,2.656,2.656,2.656
acorn-ef512,anticorr_q0835_tau0.03,anticorr,9899227,1.0000,0.00000,4.658,4.658,4.658
acorn-ef64,anticorr_q0846_tau0,anticorr,9900001,0.0000,0.00024,56.591,56.591,56.591
acorn-ef128,anticorr_q0846_tau0,anticorr,9900001,0.0000,0.00015,64.506,64.506,64.506
acorn-ef256,anticorr_q0846_tau0,anticorr,9900001,0.0000,0.00006,81.365,81.365,81.365
acorn-ef512,anticorr_q0846_tau0,anticorr,9900001,0.0000,0.00004,126.222,126.222,126.222
acorn-ef64,anticorr_q0846_tau0.01,anticorr,9899928,0.7000,0.00073,12.691,12.691,12.691
acorn-ef128,anticorr_q0846_tau0.01,anticorr,9899928,0.9000,0.00056,13.471,13.471,13.471
acorn-ef256,anticorr_q0846_tau0.01,anticorr,9899928,1.0000,0.00000,18.704,18.704,18.704
acorn-ef512,anticorr_q0846_tau0.01,anticorr,9899928,1.0000,0.00000,24.372,24.372,24.372
acorn-ef64,anticorr_q0846_tau0.03,anticorr,9899958,1.0000,0.00000,2.104,2.104,2.104
acorn-ef128,anticorr_q0846_tau0.03,anticorr,9899958,1.0000,0.00000,1.683,1.683,1.683
acorn-ef256,anticorr_q0846_tau0.03,anticorr,9899958,1.0000,0.00000,2.563,2.563,2.563
acorn-ef512,anticorr_q0846_tau0.03,anticorr,9899958,1.0000,0.00000,3.977,3.977,3.977
acorn-ef64,anticorr_q0856_tau0,anticorr,9900000,0.0000,0.00033,48.045,48.045,48.045
acorn-ef128,anticorr_q0856_tau0,anticorr,9900000,0.0000,0.00011,58.386,58.386,58.386
acorn-ef256,anticorr_q0856_tau0,anticorr,9900000,0.0000,0.00007,66.161,66.161,66.161
acorn-ef512,anticorr_q0856_tau0,anticorr,9900000,0.0000,0.00006,80.979,80.979,80.979
acorn-ef64,anticorr_q0856_tau0.01,anticorr,9899480,0.4000,0.00317,9.363,9.363,9.363
acorn-ef128,anticorr_q0856_tau0.01,anticorr,9899480,0.7000,0.00071,9.056,9.056,9.056
acorn-ef256,anticorr_q0856_tau0.01,anticorr,9899480,0.9000,0.00021,15.347,15.347,15.347
acorn-ef512,anticorr_q0856_tau0.01,anticorr,9899480,0.9000,0.00021,27.023,27.023,27.023
acorn-ef64,anticorr_q0856_tau0.03,anticorr,9900015,1.0000,0.00000,2.740,2.740,2.740
acorn-ef128,anticorr_q0856_tau0.03,anticorr,9900015,1.0000,0.00000,1.629,1.629,1.629
acorn-ef256,anticorr_q0856_tau0.03,anticorr,9900015,1.0000,0.00000,2.568,2.568,2.568
acorn-ef512,anticorr_q0856_tau0.03,anticorr,9900015,1.0000,0.00000,4.470,4.470,4.470
acorn-ef64,anticorr_q0875_tau0,anticorr,9900000,0.0000,0.00015,82.919,82.919,82.919
acorn-ef128,anticorr_q0875_tau0,anticorr,9900000,0.0000,0.00011,91.347,91.347,91.347
acorn-ef256,anticorr_q0875_tau0,anticorr,9900000,0.0000,0.00007,102.176,102.176,102.176
acorn-ef512,anticorr_q0875_tau0,anticorr,9900000,0.0000,0.00005,119.271,119.271,119.271
acorn-ef64,anticorr_q0875_tau0.01,anticorr,9900450,0.8000,0.00080,17.307,17.307,17.307
acorn-ef128,anticorr_q0875_tau0.01,anticorr,9900450,0.9000,0.00060,16.578,16.578,16.578
acorn-ef256,anticorr_q0875_tau0.01,anticorr,9900450,1.0000,0.00000,23.166,23.166,23.166
acorn-ef512,anticorr_q0875_tau0.01,anticorr,9900450,1.0000,0.00000,32.773,32.773,32.773
acorn-ef64,anticorr_q0875_tau0.03,anticorr,9900620,0.9000,0.00009,2.846,2.846,2.846
acorn-ef128,anticorr_q0875_tau0.03,anticorr,9900620,1.0000,0.00000,1.729,1.729,1.729
acorn-ef256,anticorr_q0875_tau0.03,anticorr,9900620,1.0000,0.00000,2.486,2.486,2.486
acorn-ef512,anticorr_q0875_tau0.03,anticorr,9900620,1.0000,0.00000,4.125,4.125,4.125
acorn-ef64,anticorr_q0886_tau0,anticorr,9900000,0.0000,0.00024,57.386,57.386,57.386
acorn-ef128,anticorr_q0886_tau0,anticorr,9900000,0.0000,0.00012,64.460,64.460,64.460
acorn-ef256,anticorr_q0886_tau0,anticorr,9900000,0.0000,0.00006,71.500,71.500,71.500
acorn-ef512,anticorr_q0886_tau0,anticorr,9900000,0.1000,0.00004,87.650,87.650,87.650
acorn-ef64,anticorr_q0886_tau0.01,anticorr,9900045,1.0000,0.00000,11.557,11.557,11.557
acorn-ef128,anticorr_q0886_tau0.01,anticorr,9900045,1.0000,0.00000,11.950,11.950,11.950
acorn-ef256,anticorr_q0886_tau0.01,anticorr,9900045,1.0000,0.00000,16.175,16.175,16.175
acorn-ef512,anticorr_q0886_tau0.01,anticorr,9900045,1.0000,0.00000,22.166,22.166,22.166
acorn-ef64,anticorr_q0886_tau0.03,anticorr,9900285,1.0000,0.00000,2.296,2.296,2.296
acorn-ef128,anticorr_q0886_tau0.03,anticorr,9900285,1.0000,0.00000,1.636,1.636,1.636
acorn-ef256,anticorr_q0886_tau0.03,anticorr,9900285,1.0000,0.00000,2.253,2.253,2.253
acorn-ef512,anticorr_q0886_tau0.03,anticorr,9900285,1.0000,0.00000,3.758,3.758,3.758
acorn-ef64,anticorr_q0889_tau0,anticorr,9900002,0.0000,0.00016,64.745,64.745,64.745
acorn-ef128,anticorr_q0889_tau0,anticorr,9900002,0.0000,0.00012,70.422,70.422,70.422
acorn-ef256,anticorr_q0889_tau0,anticorr,9900002,0.0000,0.00010,80.990,80.990,80.990
acorn-ef512,anticorr_q0889_tau0,anticorr,9900002,0.0000,0.00008,96.359,96.359,96.359
acorn-ef64,anticorr_q0889_tau0.01,anticorr,9900138,0.7000,0.00098,14.897,14.897,14.897
acorn-ef128,anticorr_q0889_tau0.01,anticorr,9900138,0.8000,0.00081,15.603,15.603,15.603
acorn-ef256,anticorr_q0889_tau0.01,anticorr,9900138,1.0000,0.00000,21.044,21.044,21.044
acorn-ef512,anticorr_q0889_tau0.01,anticorr,9900138,1.0000,0.00000,29.466,29.466,29.466
acorn-ef64,anticorr_q0889_tau0.03,anticorr,9899382,1.0000,0.00000,2.841,2.841,2.841
acorn-ef128,anticorr_q0889_tau0.03,anticorr,9899382,1.0000,0.00000,1.945,1.945,1.945
acorn-ef256,anticorr_q0889_tau0.03,anticorr,9899382,1.0000,0.00000,2.996,2.996,2.996
acorn-ef512,anticorr_q0889_tau0.03,anticorr,9899382,1.0000,0.00000,5.176,5.176,5.176
acorn-ef64,anticorr_q0893_tau0,anticorr,9900000,0.0000,0.00075,53.832,53.832,53.832
acorn-ef128,anticorr_q0893_tau0,anticorr,9900000,0.0000,0.00028,61.114,61.114,61.114
acorn-ef256,anticorr_q0893_tau0,anticorr,9900000,0.0000,0.00011,70.278,70.278,70.278
acorn-ef512,anticorr_q0893_tau0,anticorr,9900000,0.0000,0.00008,83.462,83.462,83.462
acorn-ef64,anticorr_q0893_tau0.01,anticorr,9899771,0.9000,0.00012,10.767,10.767,10.767
acorn-ef128,anticorr_q0893_tau0.01,anticorr,9899771,0.9000,0.00012,11.989,11.989,11.989
acorn-ef256,anticorr_q0893_tau0.01,anticorr,9899771,0.9000,0.00012,17.877,17.877,17.877
acorn-ef512,anticorr_q0893_tau0.01,anticorr,9899771,1.0000,0.00000,21.593,21.593,21.593
acorn-ef64,anticorr_q0893_tau0.03,anticorr,9899877,1.0000,0.00000,2.641,2.641,2.641
acorn-ef128,anticorr_q0893_tau0.03,anticorr,9899877,1.0000,0.00000,1.738,1.738,1.738
acorn-ef256,anticorr_q0893_tau0.03,anticorr,9899877,1.0000,0.00000,2.236,2.236,2.236
acorn-ef512,anticorr_q0893_tau0.03,anticorr,9899877,1.0000,0.00000,3.730,3.730,3.730
acorn-ef64,anticorr_q0918_tau0,anticorr,9900000,0.0000,0.00031,60.051,60.051,60.051
acorn-ef128,anticorr_q0918_tau0,anticorr,9900000,0.0000,0.00020,67.399,67.399,67.399
acorn-ef256,anticorr_q0918_tau0,anticorr,9900000,0.1000,0.00009,78.736,78.736,78.736
acorn-ef512,anticorr_q0918_tau0,anticorr,9900000,0.2000,0.00004,106.900,106.900,106.900
acorn-ef64,anticorr_q0918_tau0.01,anticorr,9900363,0.6000,0.00214,12.429,12.429,12.429
acorn-ef128,anticorr_q0918_tau0.01,anticorr,9900363,0.6000,0.00193,13.419,13.419,13.419
acorn-ef256,anticorr_q0918_tau0.01,anticorr,9900363,0.8000,0.00105,18.758,18.758,18.758
acorn-ef512,anticorr_q0918_tau0.01,anticorr,9900363,0.8000,0.00095,26.103,26.103,26.103
acorn-ef64,anticorr_q0918_tau0.03,anticorr,9899758,1.0000,0.00000,2.477,2.477,2.477
acorn-ef128,anticorr_q0918_tau0.03,anticorr,9899758,1.0000,0.00000,1.777,1.777,1.777
acorn-ef256,anticorr_q0918_tau0.03,anticorr,9899758,1.0000,0.00000,2.701,2.701,2.701
acorn-ef512,anticorr_q0918_tau0.03,anticorr,9899758,1.0000,0.00000,5.167,5.167,5.167
acorn-ef64,anticorr_q0922_tau0,anticorr,9900000,0.0000,0.00033,63.023,63.023,63.023
acorn-ef128,anticorr_q0922_tau0,anticorr,9900000,0.0000,0.00013,69.859,69.859,69.859
acorn-ef256,anticorr_q0922_tau0,anticorr,9900000,0.0000,0.00009,82.008,82.008,82.008
acorn-ef512,anticorr_q0922_tau0,anticorr,9900000,0.0000,0.00003,97.473,97.473,97.473
acorn-ef64,anticorr_q0922_tau0.01,anticorr,9900170,0.8000,0.00205,12.026,12.026,12.026
acorn-ef128,anticorr_q0922_tau0.01,anticorr,9900170,0.9000,0.00171,12.720,12.720,12.720
acorn-ef256,anticorr_q0922_tau0.01,anticorr,9900170,0.9000,0.00171,18.220,18.220,18.220
acorn-ef512,anticorr_q0922_tau0.01,anticorr,9900170,1.0000,0.00000,26.889,26.889,26.889
acorn-ef64,anticorr_q0922_tau0.03,anticorr,9900568,1.0000,0.00000,1.932,1.932,1.932
acorn-ef128,anticorr_q0922_tau0.03,anticorr,9900568,1.0000,0.00000,1.774,1.774,1.774
acorn-ef256,anticorr_q0922_tau0.03,anticorr,9900568,1.0000,0.00000,2.858,2.858,2.858
acorn-ef512,anticorr_q0922_tau0.03,anticorr,9900568,1.0000,0.00000,4.843,4.843,4.843
acorn-ef64,anticorr_q0932_tau0,anticorr,9900000,0.0000,0.00026,61.146,61.146,61.146
acorn-ef128,anticorr_q0932_tau0,anticorr,9900000,0.0000,0.00008,70.249,70.249,70.249
acorn-ef256,anticorr_q0932_tau0,anticorr,9900000,0.0000,0.00003,78.956,78.956,78.956
acorn-ef512,anticorr_q0932_tau0,anticorr,9900000,0.0000,0.00002,92.736,92.736,92.736
acorn-ef64,anticorr_q0932_tau0.01,anticorr,9900067,0.7000,0.00060,9.314,9.314,9.314
acorn-ef128,anticorr_q0932_tau0.01,anticorr,9900067,0.7000,0.00060,9.637,9.637,9.637
acorn-ef256,anticorr_q0932_tau0.01,anticorr,9900067,0.8000,0.00031,14.608,14.608,14.608
acorn-ef512,anticorr_q0932_tau0.01,anticorr,9900067,0.9000,0.00007,20.485,20.485,20.485
acorn-ef64,anticorr_q0932_tau0.03,anticorr,9900145,0.7000,0.00117,2.661,2.661,2.661
acorn-ef128,anticorr_q0932_tau0.03,anticorr,9900145,0.7000,0.00117,1.442,1.442,1.442
acorn-ef256,anticorr_q0932_tau0.03,anticorr,9900145,0.8000,0.00026,2.512,2.512,2.512
acorn-ef512,anticorr_q0932_tau0.03,anticorr,9900145,1.0000,0.00000,4.279,4.279,4.279
acorn-ef64,anticorr_q0950_tau0,anticorr,9900000,0.0000,0.00041,68.380,68.380,68.380
acorn-ef128,anticorr_q0950_tau0,anticorr,9900000,0.0000,0.00014,74.703,74.703,74.703
acorn-ef256,anticorr_q0950_tau0,anticorr,9900000,0.0000,0.00005,85.964,85.964,85.964
acorn-ef512,anticorr_q0950_tau0,anticorr,9900000,0.0000,0.00003,100.235,100.235,100.235
acorn-ef64,anticorr_q0950_tau0.01,anticorr,9899997,1.0000,0.00000,15.472,15.472,15.472
acorn-ef128,anticorr_q0950_tau0.01,anticorr,9899997,1.0000,0.00000,15.455,15.455,15.455
acorn-ef256,anticorr_q0950_tau0.01,anticorr,9899997,1.0000,0.00000,20.128,20.128,20.128
acorn-ef512,anticorr_q0950_tau0.01,anticorr,9899997,1.0000,0.00000,28.966,28.966,28.966
acorn-ef64,anticorr_q0950_tau0.03,anticorr,9899843,1.0000,0.00000,2.368,2.368,2.368
acorn-ef128,anticorr_q0950_tau0.03,anticorr,9899843,1.0000,0.00000,1.558,1.558,1.558
acorn-ef256,anticorr_q0950_tau0.03,anticorr,9899843,1.0000,0.00000,2.439,2.439,2.439
acorn-ef512,anticorr_q0950_tau0.03,anticorr,9899843,1.0000,0.00000,4.546,4.546,4.546
acorn-ef64,anticorr_q0963_tau0,anticorr,9900001,0.0000,0.00047,54.682,54.682,54.682
acorn-ef128,anticorr_q0963_tau0,anticorr,9900001,0.0000,0.00016,59.841,59.841,59.841
acorn-ef256,anticorr_q0963_tau0,anticorr,9900001,0.0000,0.00011,70.393,70.393,70.393
acorn-ef512,anticorr_q0963_tau0,anticorr,9900001,0.0000,0.00007,87.383,87.383,87.383
acorn-ef64,anticorr_q0963_tau0.01,anticorr,9899848,0.8000,0.00195,7.183,7.183,7.183
acorn-ef128,anticorr_q0963_tau0.01,anticorr,9899848,0.8000,0.00195,7.401,7.401,7.401
acorn-ef256,anticorr_q0963_tau0.01,anticorr,9899848,0.9000,0.00134,12.008,12.008,12.008
acorn-ef512,anticorr_q0963_tau0.01,anticorr,9899848,1.0000,0.00000,18.397,18.397,18.397
acorn-ef64,anticorr_q0963_tau0.03,anticorr,9900698,1.0000,0.00000,2.264,2.264,2.264
acorn-ef128,anticorr_q0963_tau0.03,anticorr,9900698,1.0000,0.00000,1.320,1.320,1.320
acorn-ef256,anticorr_q0963_tau0.03,anticorr,9900698,1.0000,0.00000,2.072,2.072,2.072
acorn-ef512,anticorr_q0963_tau0.03,anticorr,9900698,1.0000,0.00000,3.485,3.485,3.485
acorn-ef64,anticorr_q0964_tau0,anticorr,9900002,0.0000,0.00022,61.067,61.067,61.067
acorn-ef128,anticorr_q0964_tau0,anticorr,9900002,0.0000,0.00018,77.094,77.094,77.094
acorn-ef256,anticorr_q0964_tau0,anticorr,9900002,0.0000,0.00007,77.918,77.918,77.918
acorn-ef512,anticorr_q0964_tau0,anticorr,9900002,0.0000,0.00005,89.982,89.982,89.982
